team_1,team_2,home_team,tournament,h_win_diff,h_draw,f_goalF_1,f_goalF_2,f_goalA_1,f_goalA_2,f_win_1,f_win_2,f_draw_1,f_draw_2,avg_odds_win_1,avg_odds_draw,avg_odds_win_2
76,140,140,22,1,8,19,11,11,5,4,6,2,2,5.4805,3.62,1.5838
54,142,142,21,-9,4,19,10,10,10,4,2,3,6,5.8711,3.57,1.5993
136,173,173,22,2,4,15,11,7,11,4,7,2,3,3.8555,3.3541,1.9027
96,124,124,22,-2,2,8,16,5,8,5,2,4,5,9.7129,4.7261,1.2936
44,160,160,22,6,1,20,10,12,12,8,4,1,2,2.5481,3.2033,2.6263
124,197,197,7,2,1,13,6,10,11,3,5,5,4,1.9165,3.1692,3.9231
11,100,11,22,3,1,17,11,12,9,3,2,1,3,1.5832,3.7514,5.4793
41,185,41,6,1,0,10,11,13,7,3,6,3,2,2.1642,3.0921,3.1447
151,185,185,9,-1,8,11,16,16,10,6,3,3,3,3.5,3.2,1.95
7,24,7,20,2,0,15,15,15,18,6,6,3,0,1.3052,5.5463,9.9911
136,145,136,22,-7,3,15,17,9,14,2,4,2,2,2.6383,3.1425,2.5742
43,119,119,22,-18,14,16,17,14,8,3,4,5,3,4.7669,3.5066,1.7109999999999999
2,164,164,22,-1,1,22,13,6,6,7,4,1,3,3.6,3.1652,2.013
45,180,45,10,-8,1,14,24,7,12,3,6,1,1,2.6843,3.1786,2.3857
2,164,2,5,-1,2,17,8,12,9,6,5,1,5,1.8131,3.2666,4.6031
126,195,126,22,-2,2,16,11,12,8,3,7,2,1,2.54,3.2,2.35
128,149,149,36,5,3,13,14,11,9,6,9,3,1,2.481,2.9245,2.957
119,184,184,23,14,11,20,11,6,22,6,6,2,1,2.8323,3.1645,2.3936
144,178,178,4,-7,0,18,17,7,3,5,4,3,2,7.1744,4.3456,1.3617
63,190,63,21,10,2,31,17,11,27,6,4,2,1,1.64,3.5,4.553999999999999
100,105,105,36,5,0,11,18,6,15,2,0,3,0,1.4113,3.8313,7.3644
66,124,66,21,-6,0,14,14,11,7,6,5,2,4,2.1654,3.1942,3.0192
177,195,177,22,-13,7,10,9,17,5,5,5,2,2,3.485,3.2171,2.1179
38,99,38,21,0,0,15,28,12,15,6,1,3,4,1.011,14.2508,32.8075
93,137,93,21,5,3,18,17,7,3,6,4,2,4,1.1407,6.5567,14.9496
14,187,14,24,-1,4,11,27,4,8,5,8,4,1,2.818,3.0808,2.3676
10,43,10,22,0,0,29,13,11,6,2,5,3,2,2.233,3.1744,3.1819
80,130,130,22,0,0,12,12,9,7,1,3,4,4,2.995,3.1635,2.2596
105,172,172,36,0,0,14,13,8,4,1,1,1,6,45.7778,9.4778,1.0244
49,95,49,21,0,0,11,22,17,12,3,0,5,1,1.0444,7.8333,9.99
153,188,153,22,1,0,11,10,11,15,3,6,2,2,6.431,4.2734,1.4555
33,186,186,22,0,0,14,10,7,12,2,5,2,4,9.867,4.9485,1.2804
24,105,105,21,2,1,17,19,8,6,3,2,3,2,1.1738,6.3819,15.6135
47,172,47,17,-4,1,23,20,13,7,2,7,3,2,4.0541,3.3044,1.8730000000000002
38,178,38,22,5,3,19,18,7,22,5,2,3,1,1.202,6.1748,11.4748
29,111,111,21,1,1,19,16,13,8,5,4,2,0,2.6552,3.1238,2.4667
37,79,37,22,0,3,14,16,15,8,4,7,1,1,1.2006,5.8544,11.1756
69,95,95,36,0,0,18,14,15,20,7,2,1,0,1.09,8.783,22.6793
39,72,39,20,1,0,13,8,10,7,5,6,4,3,1.855,3.2219,5.0235
124,155,155,22,11,5,12,21,8,6,3,6,4,1,3.8175,3.2604,1.9364
153,189,189,21,0,0,17,15,9,12,6,6,2,2,3.1,3.2,2.0467
70,114,70,21,6,4,21,16,10,10,5,4,2,3,1.4804,3.7808,6.2329
70,91,70,5,3,10,20,18,7,13,7,6,1,2,2.38,3.2695,2.7353
60,161,60,36,-4,1,10,13,10,10,4,6,2,0,4.3479,3.3929,1.8579
60,68,68,22,0,1,14,15,5,10,3,0,2,2,5.0164,3.556,1.6528
78,119,119,21,0,0,11,14,12,8,4,5,2,2,29.88,12.2955,1.0233
100,135,100,36,-3,0,7,10,9,13,1,5,1,2,3.3656,3.2061,2.1156
84,187,187,22,-4,1,16,10,13,8,3,5,1,2,16.7818,8.6935,1.0882
37,137,137,22,0,0,17,15,4,10,6,3,0,3,1.5117,3.7588,6.1492
142,143,143,22,13,13,17,15,15,10,2,2,4,2,3.4554,3.1971,2.1211
55,133,55,22,-2,6,19,13,3,10,5,4,2,5,1.8835,3.2724,4.0388
76,140,140,37,2,8,14,11,7,6,4,2,3,4,2.2581,3.1819,2.8256
7,26,7,22,-3,22,22,14,8,6,4,3,4,4,3.3052,3.25,2.1233
8,146,8,36,-3,2,21,15,14,12,1,6,2,1,7.9510000000000005,4.2931,1.4314
86,148,148,22,8,1,12,13,8,10,4,3,5,4,2.65,3.1519999999999997,2.41
68,100,100,36,0,1,16,11,8,11,1,2,4,3,3.2186,3.1711,2.2418
148,187,148,24,2,7,7,26,11,8,2,7,4,1,2.4867,3.0933,2.6386
97,189,97,21,0,0,14,17,10,12,3,7,3,2,2.0229,3.2,3.2357
80,142,80,22,-1,2,16,24,13,7,5,4,1,2,2.7167,3.1917,2.3417
10,69,69,20,-2,0,13,14,10,17,7,7,2,2,7.1665,3.8581,1.5092
133,169,133,22,2,2,10,14,12,9,5,8,2,2,1.425,3.95,6.15
76,80,80,37,-7,12,20,14,12,8,5,2,1,3,5.5389,3.7567,1.5194
40,110,110,21,0,0,2,20,0,10,0,2,0,1,6.45,3.8125,1.445
8,100,100,22,0,1,14,16,17,13,4,1,1,4,2.2964,3.2064,3.0032
29,181,181,21,-1,2,17,14,10,11,2,4,2,3,11.4629,5.2829,1.195
4,114,4,22,1,1,17,19,11,7,4,5,3,1,2.7981,3.1613,2.3738
97,137,137,22,9,5,23,11,12,13,2,4,3,4,3.9333,3.2167,1.8333
70,164,164,21,-1,2,13,11,5,10,3,7,6,1,4.6163,3.355,1.6575
66,155,66,22,-2,1,13,13,7,10,5,4,2,2,3.0921,3.1984,2.21
26,146,26,22,9,3,20,14,13,13,7,4,2,4,1.6123,3.82,5.1273
54,88,54,22,-1,0,15,17,11,10,3,4,2,2,1.901,3.205,3.611
75,134,75,19,-3,0,17,13,19,12,2,2,2,4,14.75,6.8125,1.135
26,188,26,13,12,18,19,18,13,10,4,4,4,1,1.3756,4.9385,7.6993
12,18,12,36,-3,0,20,14,9,16,1,4,2,3,7.3036,4.0886,1.4511
101,169,101,34,0,2,14,14,13,8,3,2,2,2,2.8629,3.0906,2.3194
7,44,7,22,1,1,19,16,13,8,4,5,2,3,1.6988,3.2875,4.6513
140,143,140,22,-1,0,17,18,9,10,3,2,1,3,2.5383,3.2167,2.49
143,191,143,22,13,3,15,20,11,13,2,2,2,4,2.4059,3.1797,2.8893
44,115,44,21,2,0,15,20,14,20,4,1,4,2,1.0233,8.2222,9.99
22,178,178,22,0,0,30,15,10,4,0,3,0,2,41.0,19.0,1.01
69,164,69,22,1,1,19,16,25,15,5,4,4,4,1.2455,4.8791,9.9927
42,137,137,22,0,0,14,12,15,4,6,4,0,4,4.0911,3.2744,1.8811
60,160,160,21,-1,0,18,9,6,11,2,4,2,5,9.8258,4.9825,1.2192
54,184,184,22,3,4,13,15,10,9,3,4,2,2,3.887,3.235,1.829
94,127,94,21,0,0,16,7,11,9,3,5,5,4,1.0591,8.35,21.8104
31,53,31,4,2,1,27,32,16,17,3,0,2,1,1.12,7.25,12.3333
87,94,94,21,12,8,12,12,9,14,7,6,1,2,2.7759,3.0489,2.4581
159,178,178,22,-17,12,20,19,13,6,4,7,2,2,7.2972,4.2397,1.4107
2,67,67,6,0,0,13,21,4,9,2,3,4,1,2.688,2.9360000000000004,2.512
10,145,145,22,0,0,17,16,10,9,5,4,2,2,3.3919,3.2142,2.0715
75,144,144,22,-1,0,35,20,21,7,3,5,2,2,40.6667,15.0,1.0167
106,154,106,36,-3,1,13,17,6,3,3,3,1,1,2.6261,3.1618,2.6407
33,143,33,22,1,0,13,12,8,3,4,3,1,1,2.6889,3.193,2.4485
3,12,12,22,-1,2,10,11,13,17,0,3,0,2,11.8952,5.9219,1.2037
87,137,87,24,4,6,8,11,9,10,3,4,4,2,1.9689,3.0507,3.7537
39,188,188,22,-5,8,17,14,6,13,5,3,3,4,3.7818,3.2273,1.8791
28,48,28,21,-3,1,13,10,9,13,4,4,3,3,2.2285,3.3681,3.1659
173,186,173,20,0,0,14,14,11,10,4,5,5,3,2.4075,2.9863,3.0063
28,88,88,21,1,2,13,10,10,11,5,3,4,5,4.3248,3.2613,1.8574
43,140,43,37,13,7,14,12,12,7,5,3,3,4,1.3929,3.9786,6.9371
10,93,93,21,0,5,11,12,10,16,7,6,1,2,3.0161,3.1122,2.2435
49,156,49,36,1,0,15,9,12,16,4,3,2,3,2.36,3.2166,3.1369
122,172,122,36,-1,0,14,11,12,12,3,3,4,2,3.2976,3.2683,2.2321
125,126,126,7,1,4,20,12,6,11,4,2,1,4,2.5,3.2,2.5
80,184,184,22,-10,3,14,14,19,8,2,4,4,2,7.89,4.4459,1.3828
68,182,68,22,-2,1,10,14,22,12,3,6,1,3,4.948,3.46,1.61
44,89,89,22,3,0,12,16,12,9,6,3,3,4,2.38,3.1714,2.5814
14,93,14,1,-4,0,16,13,11,16,2,6,2,3,3.5577,3.2385,1.9169
45,140,140,23,0,9,20,13,5,10,5,4,1,3,9.4919,4.8852,1.2963
129,175,129,21,5,7,11,12,33,14,5,4,0,0,1.5283,3.7208,5.73
14,178,14,21,1,2,11,23,8,16,8,6,1,2,1.2429,5.0324,9.41
78,170,78,21,-26,8,19,10,15,18,6,3,2,2,1.3713,4.1063,6.9075
23,142,142,15,-19,16,18,12,7,15,0,4,2,1,10.8567,4.954,1.2727
87,153,153,1,7,6,16,7,6,16,3,5,1,0,4.5644,3.2936,1.7208
47,83,47,22,-1,1,21,13,13,10,3,3,2,2,1.9804,3.2512,3.6636
130,178,178,22,0,2,14,19,12,18,3,2,3,1,6.8429,4.0567,3.1052
32,155,32,6,-2,3,13,21,17,9,3,6,2,1,1.6333,3.4863,4.9
65,80,65,20,0,0,23,14,5,20,6,3,3,3,1.2556,5.8848,12.123
25,181,25,6,-1,0,9,11,7,18,6,2,2,5,2.53,3.0433,2.5993
45,74,45,10,2,1,12,12,14,16,5,5,4,3,1.95,3.1667,3.4833
111,155,111,22,-1,0,9,16,11,9,3,6,3,1,2.9333,3.3167,2.1333
142,188,142,21,-4,15,10,14,10,13,3,5,6,4,2.9558,3.1617,2.3571
88,109,88,36,1,1,13,8,13,11,4,4,2,3,1.48,3.9152,7.2596
114,181,181,22,-1,1,18,17,11,9,3,4,2,3,3.3,3.25,2.0
28,115,28,21,8,2,10,12,9,12,3,4,4,1,1.1226,8.0444,18.5226
128,173,128,22,-1,2,26,16,12,11,8,3,2,4,1.3225,4.7757,9.1539
57,161,161,36,3,0,17,17,9,4,7,4,2,0,1.8959,3.3041,4.4524
32,118,32,21,2,0,18,11,12,18,7,0,1,3,1.0871,7.6088,16.64
12,150,12,21,-2,1,9,14,6,11,2,6,6,2,10.8711,4.7429,1.3107
39,143,143,21,-1,16,8,18,11,12,6,2,2,3,2.4574,3.1096,2.8444
64,146,146,22,-2,4,15,16,8,13,2,5,3,2,8.9788,4.4268,1.3348
29,124,29,7,-3,1,16,13,7,9,4,2,0,6,4.6131,3.3223,1.7192
38,192,38,1,3,0,13,14,9,11,3,3,2,5,1.3713,4.05,7.0688
26,33,26,22,1,2,16,12,14,13,7,4,3,3,1.2186,5.2359,11.1814
73,80,80,23,0,0,26,12,15,7,3,6,2,1,12.8995,6.2184,1.18
72,149,72,21,-10,8,5,20,7,16,7,5,2,2,1.9789,3.1441,4.2415
26,146,146,20,9,2,7,13,20,6,9,8,1,2,2.3344,2.8984,3.4976
23,39,39,21,-2,8,16,8,10,4,4,1,2,3,7.3748,3.8635,1.4478
8,49,49,21,-2,0,14,13,14,15,4,1,1,4,11.4667,5.4804,1.2593
37,93,93,22,0,0,14,11,15,16,4,4,2,5,3.7678,3.2556,1.8867
30,117,30,7,0,0,10,7,6,5,4,5,3,3,2.7124,2.8212,2.6708
84,176,84,2,1,1,25,17,14,12,5,3,2,2,2.5075,3.1619,2.5006
79,170,79,21,0,3,12,12,8,16,3,6,2,1,1.5533,3.5778,5.5
26,182,182,22,3,1,14,14,10,13,7,6,1,2,1.6143,3.5114,4.9536
37,142,142,21,-4,5,16,11,6,7,4,6,0,3,5.2287,3.4539,1.6626
14,86,14,22,-1,2,18,16,9,8,6,6,1,4,3.4875,3.275,1.905
99,183,183,2,-1,0,20,23,24,15,1,6,3,1,12.5088,6.6652,1.136
37,167,37,20,-6,1,15,19,5,18,8,9,1,0,6.827000000000001,4.0863,1.4956
69,152,69,36,1,0,15,26,24,29,8,0,1,0,1.01,11.1154,55.7608
109,167,167,36,-3,0,17,10,7,15,3,7,1,0,25.2863,10.3663,1.0741
37,80,80,20,1,0,15,11,8,13,8,3,1,2,1.6804,3.4223,5.7469
128,149,128,21,4,2,14,16,11,15,5,5,4,2,1.4025,3.87,7.1892
72,134,72,22,0,0,16,13,8,9,4,4,4,3,1.71,3.3143,4.953
125,126,126,12,0,5,12,12,10,3,3,3,5,4,2.5832,2.872,2.7044
38,101,101,1,1,1,23,15,11,13,5,2,3,2,1.5142,3.6237,5.7874
49,64,64,22,26,9,15,11,16,15,4,7,4,1,2.35,3.1667,2.6992
32,69,69,22,-2,0,13,20,6,20,4,7,3,2,12.6963,6.0615,1.2085
80,140,140,22,13,6,18,19,7,5,6,3,1,1,2.5,3.2,2.6
126,197,197,21,-1,0,17,10,13,7,1,3,1,5,4.7243,3.2836,1.5886
101,187,187,22,-3,2,13,10,15,5,1,3,3,4,10.5482,5.96,1.1982
10,85,85,1,8,2,11,19,9,11,6,6,2,0,1.2667,4.838,8.7507
112,178,178,22,8,16,20,13,11,3,3,2,4,3,4.4289,3.5578,1.7078
49,83,49,36,15,3,13,14,8,4,3,4,1,5,1.2904,4.9507,10.2537
68,90,90,36,-4,1,14,14,6,11,3,5,2,3,21.7975,9.399,1.0835
28,100,28,22,2,0,15,9,9,12,4,4,5,3,1.4771,3.7324,6.7562
49,122,49,22,0,0,14,14,12,11,4,3,2,3,1.6583,3.5662,5.2783
10,14,10,21,3,0,9,16,8,10,5,6,3,1,1.4636,3.8136,7.013999999999999
143,180,143,22,-1,1,10,22,10,10,3,5,3,2,1.3332,4.4782,9.3123
25,185,185,6,-1,2,10,12,8,4,2,5,2,1,6.8296,3.6018,1.4836
48,182,182,22,2,1,18,15,5,9,4,4,4,2,3.0225,3.2158,2.2204
97,137,137,1,8,7,12,11,14,14,4,4,6,1,3.6385,3.2435,1.9175
43,140,140,22,13,6,11,16,8,12,2,2,6,3,2.416,3.168,2.6039999999999996
42,155,155,6,-2,4,15,21,8,6,5,6,1,1,10.8483,5.0892,1.2417
37,69,69,22,-2,0,24,23,14,23,6,7,3,2,7.3372,4.8462,1.3817
87,187,187,24,5,9,8,23,10,11,6,8,1,1,2.9226,2.9005,2.4242
81,112,81,22,2,5,30,22,14,3,2,4,1,2,2.7917,3.2835,2.3326
11,88,11,21,6,3,19,15,11,8,4,4,2,4,1.905,3.4512,4.0746
54,80,80,22,0,4,12,15,9,9,2,4,2,4,2.8204,3.2086,2.3775
165,97,97,21,0,2,20,9,10,12,6,6,3,3,1.6289,3.5321,4.8754
38,156,38,22,-2,0,21,9,6,9,4,3,3,5,3.8125,3.2438,1.8438
148,192,148,22,2,1,18,11,5,10,4,4,2,2,1.2613,5.2596,9.4679
54,119,119,22,-11,4,12,17,7,10,3,5,2,1,6.3731,3.9254,1.4735
38,87,87,21,1,1,21,11,13,12,4,4,3,5,3.8,3.2182,1.9291
103,126,126,6,0,1,14,7,8,5,3,4,2,4,5.1296,3.6212,1.5896
65,179,179,20,0,0,15,15,7,9,6,2,3,0,1.1475,6.7775,15.0375
37,173,173,22,0,0,13,13,5,11,4,4,4,2,3.5086,3.2264,1.9729
82,90,82,22,-10,9,13,12,13,13,4,5,0,3,5.56,3.4538,1.5744
65,188,65,22,0,3,15,17,8,12,6,6,3,4,1.8896,3.2732,4.1872
10,128,128,22,0,1,8,21,5,13,5,7,2,1,7.4,3.9747,1.4147
14,94,14,22,-4,3,20,21,8,8,1,4,2,3,2.3257,3.1967,2.8886
87,101,101,22,7,4,5,26,9,10,6,3,2,1,2.2,3.4,2.75
29,124,124,22,-2,1,20,8,6,7,2,3,1,5,6.5,4.0,1.4
88,173,88,21,2,2,9,14,8,14,5,6,3,4,2.06,3.1439999999999997,3.339
92,119,92,21,-11,1,19,22,12,15,4,7,5,1,6.13,3.6579,1.4979
1,12,1,22,3,1,19,15,7,15,2,2,1,1,1.6604,3.515,5.0692
11,72,11,22,0,5,20,13,10,10,4,6,3,2,2.1496,3.2482,3.3136
21,78,78,21,0,0,8,13,21,10,5,2,2,2,7.885,4.4531,1.3175
134,176,176,2,0,1,10,18,3,13,3,3,3,2,1.5258,3.4967,5.9217
124,179,124,21,1,0,20,15,9,10,6,5,2,1,1.3818,4.0414,8.2477
69,128,69,22,3,14,24,25,18,13,8,7,1,2,1.87,3.4559,4.0533
65,167,65,22,-1,6,12,21,7,15,7,9,2,0,2.8696,3.1423,2.4327
47,88,88,36,-5,0,22,14,10,11,5,5,1,4,10.087,5.072,1.27
106,183,106,22,0,0,10,23,14,10,3,0,1,2,1.12,5.5,17.0
104,169,104,21,1,2,13,26,6,12,4,5,3,2,1.43,3.7083,6.7333
54,145,145,20,-1,0,7,15,10,13,2,6,3,0,3.98,3.2333,1.9167
29,124,124,22,-4,1,15,13,4,8,5,3,2,4,4.1208,3.358,1.8444
26,164,26,13,2,0,14,13,20,7,8,7,2,1,1.2648,5.2824,10.7696
38,165,38,19,-12,10,14,11,10,8,5,5,5,3,4.76,3.3423,1.6923
185,195,185,22,-4,9,9,13,10,17,8,6,1,3,2.29,3.2,2.9
23,76,76,22,-2,0,22,23,7,12,0,5,1,0,2.3827,3.195,2.8169
65,90,90,20,-10,8,9,14,10,9,6,6,3,4,3.0575,2.7913,2.53
1,47,1,21,-1,1,15,10,9,15,3,1,2,3,1.9354,3.3588,3.9669
100,106,100,8,9,11,19,15,14,8,1,2,3,3,2.6363,2.9904,2.6138
96,124,96,21,-2,1,17,16,13,7,3,5,5,4,4.1238,3.275,1.7363
95,182,182,36,-4,0,22,15,8,16,3,6,3,1,13.4876,6.0569,1.2207
87,137,87,21,4,4,13,20,8,4,7,3,2,4,1.9023,3.1985,3.9765
93,191,93,22,0,0,23,18,10,10,6,3,2,3,1.3723,4.1454,8.5923
10,85,10,1,8,3,11,11,8,11,6,2,2,3,1.1567,5.5671,15.1486
111,133,111,21,-4,1,6,11,9,7,1,2,6,5,3.6,3.1896,1.9826
9,16,16,21,-4,0,20,9,9,19,3,5,2,0,4.5404,3.4042,1.7075
2,114,2,6,1,1,16,14,14,14,6,3,1,2,1.4176,3.9983,7.0452
3,150,3,36,-4,0,27,11,15,14,0,5,0,2,44.8274,15.5222,1.0122
86,94,94,22,0,0,23,16,10,7,4,5,4,1,2.21,3.115,3.015
11,142,11,22,0,0,14,15,15,9,3,2,3,3,2.3819,3.14,2.6988
62,90,90,36,-2,0,18,11,9,10,2,2,1,5,48.3143,15.8367,1.0143
137,159,137,1,6,0,3,21,4,11,3,5,6,0,1.1254,6.9812,15.2327
36,55,55,22,-1,0,17,22,11,3,1,5,2,2,6.4,3.9,1.43
119,188,119,22,2,7,27,13,9,7,5,2,1,6,1.9,3.1,3.55
70,77,70,6,7,7,14,24,9,11,2,6,4,1,1.3379,4.4024,8.4148
12,48,12,22,0,0,11,16,15,8,1,5,2,4,6.7833,3.9444,1.4439
20,70,20,21,-9,4,25,20,10,10,4,5,1,2,2.8535,3.2113,2.2322
14,93,93,1,-4,0,25,22,6,10,5,7,3,3,8.5765,4.2959,1.3282
41,169,169,6,0,0,14,13,5,8,3,1,4,2,3.5257,3.1871,1.979
137,178,178,21,-1,0,8,11,7,8,5,4,5,5,2.4274,3.0804,2.7252
104,169,104,22,1,3,15,14,10,21,2,3,3,1,1.35,4.5,6.75
185,197,197,7,-3,5,14,7,9,10,5,6,2,3,2.4704,2.8212,2.965
127,183,127,2,-1,0,19,19,12,10,3,4,3,4,8.3964,4.6214,1.2843
60,98,60,22,1,0,12,16,9,16,3,3,0,0,1.3252,4.6688,9.0288
4,124,4,22,-3,1,16,20,12,11,3,7,3,2,3.4081,3.2025,2.0294
90,120,90,21,3,0,10,14,9,4,5,2,5,3,1.12,6.449,9.99
17,28,17,36,-1,0,25,14,11,14,2,5,4,3,2.9663,3.1438,2.2281
165,119,119,22,-2,2,13,18,10,11,3,5,3,0,3.843,3.2907,1.9169999999999998
11,182,182,36,2,0,19,16,16,9,3,6,1,0,7.3407,4.2422,1.4293
18,69,18,36,-14,1,25,16,4,15,4,8,0,0,5.603,3.7226,1.5959
26,142,26,21,32,17,14,13,13,7,6,6,2,2,1.2959,4.8045,10.5268
88,156,88,22,0,2,21,19,4,10,4,6,2,1,2.6476,3.1159,2.7062
24,119,119,22,-2,0,13,21,20,13,6,6,0,0,3.4211,3.3426,2.0919
67,103,103,21,-1,2,13,17,6,14,2,3,3,1,2.8129,3.1571,2.2543
105,107,105,21,1,1,18,21,13,23,1,0,2,0,1.3242,4.2183,8.3925
136,155,155,22,0,0,9,17,13,14,4,5,1,1,3.5889,3.1556,1.9544
20,132,20,21,-1,4,22,15,10,9,3,1,1,3,1.2671,4.7143,9.0321
65,149,65,21,4,3,12,12,9,14,5,4,2,1,1.4172,4.024,8.1524
94,104,94,22,-1,1,24,11,2,6,5,5,0,2,1.8067,3.35,4.1919
25,87,87,22,0,0,6,11,11,10,2,7,4,1,8.5,4.35,1.37
132,185,132,22,-1,1,14,14,9,5,1,5,4,3,2.3487,3.082,2.944
72,136,72,36,0,1,13,14,7,11,5,2,2,3,2.1475,3.0042,3.3125
65,172,65,22,3,5,19,12,11,12,7,4,2,2,1.4272,4.2538,7.6621
29,157,29,21,1,0,16,17,10,9,2,2,2,1,1.12,6.6393,14.2514
47,146,146,36,-8,0,21,17,11,5,2,7,3,3,15.7481,6.3937,1.1648
24,82,82,36,-1,2,18,16,22,9,4,4,1,0,3.1972,3.2478,2.165
137,178,178,21,-3,0,13,18,12,19,5,6,3,2,3.1462,3.1731,2.2985
137,142,137,22,0,0,14,14,7,6,3,3,4,5,4.629,3.415,1.6969999999999998
72,165,72,22,0,1,11,21,10,8,6,3,2,4,2.1125,3.1492,3.1633
11,69,69,36,-15,6,19,19,13,13,3,7,1,2,15.1993,7.0122,1.1556
35,52,35,21,0,0,18,29,15,11,1,6,1,1,7.0595,4.255,1.3691
119,184,184,22,17,11,11,6,14,13,6,5,1,2,2.7585,3.1559,2.49
150,172,172,36,0,8,16,14,5,16,5,4,4,0,2.7114,3.0866,2.7493
10,70,10,22,2,1,10,22,13,9,4,8,3,0,2.4646,3.1833,2.6117
97,148,148,39,9,5,14,19,8,10,5,5,4,3,5.6841,3.5195,1.5527
95,146,95,36,-2,0,15,18,10,9,3,4,4,5,16.5785,7.05,1.1225
44,83,83,21,1,0,20,23,13,14,6,2,2,2,1.476,3.573,6.296
28,88,28,21,1,3,13,11,11,10,4,4,5,5,2.0368,3.1828,3.6644
67,107,107,22,0,0,19,9,5,12,3,0,1,1,1.8833,3.3333,3.72
39,65,65,22,-2,0,15,10,9,12,5,5,4,3,7.7929,3.8663,1.4042
167,186,167,36,2,1,14,11,18,15,6,8,0,0,1.3183,5.0117,10.0824
104,188,104,22,0,0,15,13,5,7,1,5,2,1,6.0214,3.71,1.4643
145,150,145,35,-4,4,12,10,11,8,5,6,4,4,3.2174,3.2548,2.2937
83,93,93,22,-2,0,13,16,10,8,1,6,2,4,10.5472,5.1228,1.2584
82,128,82,21,-3,2,16,21,8,11,5,3,4,1,5.3363,3.8633,1.6146
70,179,70,22,7,9,13,11,11,9,5,2,1,0,1.7029,3.2943,4.5386
29,61,29,5,0,0,9,19,11,7,5,4,2,2,1.8039,3.3675,4.5196
12,64,64,21,-4,0,9,9,11,6,1,2,2,5,11.5961,5.3043,1.2383
137,187,187,24,-6,9,7,27,11,11,4,8,1,1,2.6462,3.1173,2.4735
152,160,152,21,-2,0,26,20,13,12,0,3,0,1,31.45,9.645,1.056
1,148,1,22,0,0,17,15,7,7,2,3,2,4,2.8729,3.16,2.3333
119,140,119,23,6,1,21,16,5,7,4,3,1,2,1.4122,4.0613,7.1748
87,194,87,24,6,1,12,14,10,11,4,1,1,0,1.2638,4.7454,10.3858
64,146,146,22,-3,4,18,23,8,9,3,4,2,3,8.7796,4.4968,1.3552
82,182,182,36,2,1,18,17,7,10,4,4,0,3,9.4274,4.6242,1.3132
28,156,28,22,1,0,21,16,11,12,3,4,3,3,2.0756,3.1722,3.0944
145,161,161,21,2,2,22,19,10,9,5,3,2,2,2.6592,3.2388,2.5396
87,153,153,22,5,5,14,14,12,8,2,5,1,3,3.7967,3.2333,1.8533
19,131,131,37,1,1,20,23,11,5,0,1,3,2,2.905,3.304,2.1715
47,136,136,21,-8,0,10,7,13,12,1,5,2,3,10.4067,5.0378,1.3037
158,164,158,21,0,0,19,16,6,6,1,5,1,3,4.7653,3.4573,1.6347
83,160,160,22,-2,0,20,21,9,18,2,3,2,1,5.9233,3.6189999999999998,1.5343
124,177,124,21,1,0,10,10,10,16,2,6,5,1,1.4156,4.0485,7.183
134,114,134,22,0,0,13,14,3,8,3,5,5,3,2.3613,3.03,2.8488
7,69,69,20,2,4,19,26,9,9,5,7,1,2,2.7775,2.9763,2.565
133,158,133,21,9,3,11,11,5,5,6,2,2,2,1.298,4.5387,8.3107
93,94,93,0,0,2,8,15,10,10,5,3,1,5,1.2478,4.857,10.7378
108,144,144,22,-1,0,30,16,18,11,2,5,0,3,13.4888,6.1625,1.1438
25,110,25,21,2,0,10,22,6,14,4,3,2,2,1.4867,3.6556,6.05
152,161,152,21,-1,0,28,21,18,6,0,4,0,1,47.9,14.0,1.0145
160,161,161,21,1,2,20,8,16,12,2,3,1,2,2.7306,3.1639,2.4817
11,149,11,22,1,4,19,13,13,11,3,4,2,4,2.3548,3.2348,2.9033
95,186,186,21,-1,0,23,11,12,10,0,4,1,3,11.591,8.199,1.038
87,94,94,22,12,7,9,17,10,11,4,3,0,4,2.66,3.1375,2.4525
4,111,4,5,0,1,5,10,9,7,2,4,7,3,1.568,3.6708,5.7928
28,90,90,21,-5,5,15,13,8,13,3,4,6,3,8.2179,4.2263,1.39
4,185,4,6,0,1,9,15,5,11,3,5,2,3,1.6142,3.4488,5.1621
154,167,167,36,-2,4,18,21,9,17,5,8,1,0,14.6684,7.3448,1.1556
29,102,102,6,1,0,13,9,10,2,3,2,3,4,1.7862,3.2428,4.4517
69,184,69,22,3,0,19,21,16,3,4,6,3,3,1.504,3.591,5.91
105,160,105,21,-7,1,15,15,13,8,1,3,1,2,12.5978,5.187,1.2604
101,178,101,1,-2,2,12,16,7,16,3,5,1,2,2.1422,3.1163,3.1952
37,167,167,22,-5,1,11,11,9,15,5,9,1,1,9.1874,4.5796,1.3243
18,156,18,21,0,1,13,17,12,9,7,3,1,2,1.5308,3.8965,6.4573
28,47,28,21,9,0,13,15,10,12,5,2,4,2,1.4267,4.0517,7.8325
86,148,148,22,7,1,12,18,11,14,8,5,2,1,2.4467,3.2,2.7
20,70,70,22,-8,4,15,13,9,13,3,5,3,3,9.5,4.5433,1.2833
85,98,85,22,0,0,15,20,7,13,3,4,2,1,1.5333,3.7278,5.6944
49,69,49,35,-6,3,14,27,13,16,7,6,0,2,6.7937,3.907,1.54
